"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"118","2016","7","Maharashtra","Nagpur","42467.0","58.9","75.83","64.46","21329.0","29.6","38.09","32.38","8254.0","11.5","14.74","12.53","72050.0","128.66","109.37"
"118","2017","7","Maharashtra","Nagpur","50667.0","55.2","90.69","77.3","30322.0","33.0","54.27","46.26","10873.0","11.8","19.46","16.59","91862.0","164.42","140.14"
"119","1990","7","Maharashtra","Bhandara","16735.0","61.6","44.99","34.05","7837.0","28.8","21.07","15.95","2609.0","9.6","7.01","5.31","27181.0","73.07","55.3"
"119","1991","7","Maharashtra","Bhandara","14493.0","66.3","40.28","32.75","5522.0","25.3","15.35","12.48","1843.0","8.4","5.12","4.16","21858.0","60.75","49.4"
"119","1992","7","Maharashtra","Bhandara","16433.0","72.7","45.56","37.51","4698.0","20.8","13.02","10.72","1464.0","6.5","4.06","3.34","22595.0","62.64","51.57"
"119","1993","7","Maharashtra","Bhandara","19536.0","78.4","52.62","42.82","4240.0","17.0","11.42","9.29","1136.0","4.6","3.06","2.49","24912.0","67.09","54.61"
"119","1994","7","Maharashtra","Bhandara","24779.0","67.7","66.86","53.98","9207.0","25.2","24.84","20.06","2598.0","7.1","7.01","5.66","36584.0","98.72","79.7"
"119","1995","7","Maharashtra","Bhandara","23490.0","71.8","63.52","51.37","7043.0","21.5","19.05","15.4","2190.0","6.7","5.92","4.79","32723.0","88.49","71.56"
"119","1996","7","Maharashtra","Bhandara","25425.0","67.3","74.58","61.12","9774.0","25.9","28.67","23.5","2569.0","6.8","7.54","6.18","37768.0","110.79","90.79"
"119","1997","7","Maharashtra","Bhandara","25283.0","74.6","88.77","56.31","8193.0","24.2","28.77","18.25","422.0","1.2","1.48","0.94","33898.0","119.02","75.5"
"119","1998","7","Maharashtra","Bhandara","25463.0","76.7","72.59","53.81","6715.0","20.2","19.14","14.19","1021.0","3.1","2.91","2.16","33199.0","94.64","70.16"
"119","1999","7","Maharashtra","Bhandara","28530.0","74.6","159.47","112.19","8466.0","22.1","47.32","33.29","1272.0","3.3","7.11","5.0","38268.0","213.91","150.48"
"119","2000","7","Maharashtra","Bhandara","15111.0","57.4","41.8","35.78","8153.0","31.0","22.55","19.31","3049.0","11.6","8.43","7.22","26313.0","72.79","62.31"
"119","2001","7","Maharashtra","Bhandara","11353.0","50.1","31.07","26.11","8328.0","36.7","22.79","19.15","2982.0","13.2","8.16","6.86","22663.0","62.02","52.12"
"119","2002","7","Maharashtra","Bhandara","11284.0","57.2","30.88","25.95","6353.0","32.2","17.39","14.61","2102.0","10.6","5.75","4.83","19739.0","54.02","45.4"
"119","2003","7","Maharashtra","Bhandara","13885.0","59.1","37.96","31.5","7359.0","31.3","20.12","16.69","2240.0","9.5","6.12","5.08","23484.0","64.2","53.28"
"119","2004","7","Maharashtra","Bhandara","12282.0","58.5","34.26","29.28","6576.0","31.3","18.34","15.68","2135.0","10.2","5.96","5.09","20993.0","58.56","50.05"
"119","2005","7","Maharashtra","Bhandara","13651.0","58.7","76.56","56.13","7091.0","30.5","39.77","29.16","2512.0","10.8","14.09","10.33","23254.0","130.42","95.62"
"119","2006","7","Maharashtra","Bhandara","15735.0","56.5","88.1","71.36","9112.0","32.7","51.02","41.32","3008.0","10.8","16.84","13.64","27855.0","155.96","126.33"
"119","2007","7","Maharashtra","Bhandara","17036.0","58.1","95.39","76.64","8263.0","28.2","46.27","37.17","4005.0","13.7","22.42","18.02","29304.0","164.08","131.82"
"119","2008","7","Maharashtra","Bhandara","14030.0","72.7","78.64","64.09","4622.0","23.9","25.91","21.11","650.0","3.4","3.64","2.97","19302.0","108.2","88.18"
"119","2009","7","Maharashtra","Bhandara","14793.0","60.6","82.92","60.23","8583.0","35.2","48.11","34.95","1029.0","4.2","5.77","4.19","24405.0","136.8","99.37"
"119","2010","7","Maharashtra","Bhandara","18440.0","58.1","102.84","74.03","10673.0","33.7","59.53","42.85","2599.0","8.2","14.5","10.43","31712.0","176.87","127.31"
"119","2011","7","Maharashtra","Bhandara","18293.0","60.2","102.2","81.34","10669.0","35.1","59.6","47.44","1439.0","4.7","8.04","6.4","30401.0","169.84","135.18"
"119","2012","7","Maharashtra","Bhandara","17660.0","59.6","98.66","69.34","9968.0","33.7","55.69","39.14","1991.0","6.7","11.12","7.82","29619.0","165.47","116.29"
"119","2013","7","Maharashtra","Bhandara","21182.0","65.4","118.67","83.16","9411.0","29.1","52.72","36.95","1784.0","5.5","9.99","7.0","32377.0","181.38","127.12"
"119","2014","7","Maharashtra","Bhandara","20615.0","61.0","116.01","81.16","11195.0","33.1","63.0","44.07","1970.0","5.8","11.09","7.76","33780.0","190.1","132.99"
"119","2015","7","Maharashtra","Bhandara","24898.0","65.3","140.11","98.37","12016.0","31.5","67.62","47.48","1198.0","3.1","6.74","4.73","38112.0","214.47","150.58"
"119","2016","7","Maharashtra","Bhandara","33811.0","66.1","190.38","132.64","14742.0","28.8","83.01","57.83","2631.0","5.1","14.81","10.32","51184.0","288.2","200.8"
"119","2017","7","Maharashtra","Bhandara","22904.0","66.1","130.28","91.54","10417.0","30.1","59.25","41.63","1329.0","3.8","7.56","5.31","34650.0","197.1","138.49"
"120","1990","7","Maharashtra","Chandrapur","10819.0","68.4","21.94","18.72","3747.0","23.7","7.6","6.48","1240.0","7.8","2.51","2.15","15806.0","32.05","27.35"
"120","1991","7","Maharashtra","Chandrapur","10970.0","67.1","23.12","20.98","3812.0","23.3","8.03","7.29","1559.0","9.5","3.29","2.98","16341.0","34.44","31.25"
"120","1992","7","Maharashtra","Chandrapur","10733.0","68.1","22.48","18.9","3555.0","22.5","7.45","6.26","1480.0","9.4","3.1","2.61","15768.0","33.03","27.77"
"120","1993","7","Maharashtra","Chandrapur","13444.0","74.5","28.34","23.31","3844.0","21.3","8.1","6.67","758.0","4.2","1.6","1.31","18046.0","38.04","31.29"
"120","1994","7","Maharashtra","Chandrapur","14539.0","65.1","30.83","25.29","5774.0","25.8","12.24","10.05","2029.0","9.1","4.3","3.53","22342.0","47.37","38.87"
"120","1995","7","Maharashtra","Chandrapur","17937.0","68.6","38.01","30.94","6447.0","24.6","13.66","11.12","1776.0","6.8","3.76","3.06","26160.0","55.44","45.13"
"120","1996","7","Maharashtra","Chandrapur","19918.0","71.1","42.68","35.78","5992.0","21.4","12.84","10.76","2085.0","7.4","4.47","3.75","27995.0","59.99","50.29"
"120","1997","7","Maharashtra","Chandrapur","17496.0","71.1","40.42","33.11","7052.0","28.7","16.29","13.35","56.0","0.2","0.13","0.11","24604.0","56.84","46.56"
"120","1998","7","Maharashtra","Chandrapur","19163.0","66.3","41.84","33.68","7831.0","27.1","17.1","13.76","1903.0","6.6","4.16","3.34","28897.0","63.09","50.79"
"120","1999","7","Maharashtra","Chandrapur","21445.0","62.6","46.96","37.83","9739.0","28.4","21.32","17.18","3075.0","9.0","6.73","5.42","34259.0","75.01","60.43"
"120","2000","7","Maharashtra","Chandrapur","19991.0","61.3","44.91","38.65","10490.0","32.2","23.57","20.28","2134.0","6.5","4.79","4.13","32615.0","73.28","63.06"
"120","2001","7","Maharashtra","Chandrapur","19638.0","59.7","43.62","36.98","11155.0","33.9","24.78","21.0","2109.0","6.4","4.68","3.97","32902.0","73.08","61.95"
"120","2002","7","Maharashtra","Chandrapur","21857.0","55.6","48.55","41.15","13692.0","34.8","30.41","25.78","3761.0","9.6","8.35","7.08","39310.0","87.32","74.02"
"120","2003","7","Maharashtra","Chandrapur","20831.0","57.2","46.08","38.5","12709.0","34.9","28.11","23.49","2893.0","7.9","6.4","5.35","36433.0","80.59","67.33"
"120","2004","7","Maharashtra","Chandrapur","19176.0","54.7","42.56","35.62","13084.0","37.3","29.04","24.3","2816.0","8.0","6.25","5.23","35076.0","77.84","65.15"
"120","2005","7","Maharashtra","Chandrapur","21067.0","56.9","46.66","39.59","13046.0","35.2","28.89","24.52","2910.0","7.9","6.45","5.47","37023.0","82.0","69.58"
"120","2006","7","Maharashtra","Chandrapur","24400.0","53.8","53.91","44.37","17446.0","38.4","38.55","31.73","3535.0","7.8","7.81","6.43","45381.0","100.27","82.53"
"120","2007","7","Maharashtra","Chandrapur","27156.0","57.7","59.92","48.65","15424.0","32.8","34.03","27.63","4457.0","9.5","9.83","7.98","47037.0","103.79","84.27"
"120","2008","7","Maharashtra","Chandrapur","23880.0","62.7","52.31","43.29","11699.0","30.7","25.63","21.21","2505.0","6.6","5.49","4.54","38084.0","83.43","69.04"
"120","2009","7","Maharashtra","Chandrapur","24848.0","52.2","55.11","47.27","19779.0","41.5","43.87","37.62","3009.0","6.3","6.67","5.72","47636.0","105.65","90.61"
"120","2010","7","Maharashtra","Chandrapur","29088.0","53.0","64.18","56.26","20633.0","37.6","45.53","39.91","5112.0","9.3","11.28","9.89","54833.0","120.99","106.06"
"120","2011","7","Maharashtra","Chandrapur","28712.0","58.2","63.35","56.81","18024.0","36.5","39.77","35.66","2592.0","5.3","5.72","5.13","49328.0","108.84","97.6"
"120","2012","7","Maharashtra","Chandrapur","31992.0","59.9","70.65","59.93","16479.0","30.8","36.39","30.87","4951.0","9.3","10.93","9.28","53422.0","117.98","100.08"
"120","2013","7","Maharashtra","Chandrapur","30272.0","65.1","66.23","56.73","13709.0","29.5","29.99","25.69","2530.0","5.4","5.53","4.74","46511.0","101.75","87.16"
"120","2014","7","Maharashtra","Chandrapur","32202.0","59.4","70.22","60.42","16804.0","31.0","36.64","31.53","5181.0","9.6","11.3","9.72","54187.0","118.16","101.66"
"120","2015","7","Maharashtra","Chandrapur","38726.0","61.8","84.63","72.55","19383.0","30.9","42.36","36.31","4549.0","7.3","9.94","8.52","62658.0","136.93","117.38"
"120","2016","7","Maharashtra","Chandrapur","38199.0","63.6","83.31","71.11","17748.0","29.5","38.71","33.04","4115.0","6.9","8.97","7.66","60062.0","131.0","111.81"
"120","2017","7","Maharashtra","Chandrapur","39937.0","60.0","87.62","76.11","21198.0","31.8","46.51","40.4","5464.0","8.2","11.99","10.41","66599.0","146.11","126.93"
"514","1990","7","Maharashtra","Jalna","17994.0","59.7","27.72","23.7","9244.0","30.7","14.24","12.18","2894.0","9.6","4.46","3.81","30132.0","46.41","39.69"
"514","1991","7","Maharashtra","Jalna","18637.0","54.9","30.66","25.44","10570.0","31.2","17.39","14.43","4711.0","13.9","7.75","6.43","33918.0","55.8","46.3"
"514","1992","7","Maharashtra","Jalna","18289.0","64.8","29.9","24.46","7462.0","26.4","12.2","9.98","2489.0","8.8","4.07","3.33","28240.0","46.17","37.77"
"514","1993","7","Maharashtra","Jalna","21626.0","70.1","35.5","29.06","6688.0","21.7","10.98","8.99","2558.0","8.3","4.2","3.44","30872.0","50.68","41.49"
"514","1994","7","Maharashtra","Jalna","20446.0","64.5","33.78","27.76","8460.0","26.7","13.98","11.49","2805.0","8.8","4.63","3.81","31711.0","52.39","43.06"
"514","1995","7","Maharashtra","Jalna","17964.0","59.3","29.89","24.91","8616.0","28.4","14.33","11.95","3723.0","12.3","6.19","5.16","30303.0","50.41","42.02"
"514","1996","7","Maharashtra","Jalna","23277.0","70.7","38.72","32.21","8519.0","25.9","14.17","11.79","1138.0","3.5","1.89","1.57","32934.0","54.79","45.57"
"514","1997","7","Maharashtra","Jalna","25381.0","61.0","44.65","35.27","13340.0","32.1","23.47","18.54","2883.0","6.9","5.07","4.01","41604.0","73.19","57.82"
"514","1998","7","Maharashtra","Jalna","31219.0","67.0","52.34","42.77","13262.0","28.5","22.23","18.17","2101.0","4.5","3.52","2.88","46582.0","78.09","63.81"
"514","1999","7","Maharashtra","Jalna","34862.0","65.0","55.17","45.64","16054.0","29.9","25.41","21.02","2744.0","5.1","4.34","3.59","53660.0","84.92","70.24"
"514","2000","7","Maharashtra","Jalna","34235.0","60.1","57.92","46.28","16548.0","29.1","28.0","22.37","6146.0","10.8","10.4","8.31","56929.0","96.31","76.95"
"514","2001","7","Maharashtra","Jalna","37156.0","58.2","63.51","50.2","18359.0","28.7","31.38","24.81","8353.0","13.1","14.28","11.29","63868.0","109.18","86.3"
"514","2002","7","Maharashtra","Jalna","34509.0","60.4","59.3","46.65","17638.0","30.9","30.31","23.84","4976.0","8.7","8.55","6.73","57123.0","98.17","77.22"
"514","2003","7","Maharashtra","Jalna","35624.0","67.1","61.42","48.94","14825.0","27.9","25.56","20.37","2679.0","5.0","4.62","3.68","53128.0","91.6","72.99"
"514","2004","7","Maharashtra","Jalna","31137.0","51.2","53.86","42.51","17824.0","29.3","30.83","24.34","11858.0","19.5","20.51","16.19","60819.0","105.2","83.04"
"514","2005","7","Maharashtra","Jalna","44366.0","56.8","77.66","60.98","21093.0","27.0","36.92","28.99","12701.0","16.3","22.23","17.46","78160.0","136.81","107.44"
"514","2006","7","Maharashtra","Jalna","50786.0","56.6","89.07","69.22","24670.0","27.5","43.27","33.62","14269.0","15.9","25.02","19.45","89725.0","157.36","122.29"
"514","2007","7","Maharashtra","Jalna","55565.0","59.7","97.29","75.86","23605.0","25.4","41.33","32.23","13900.0","14.9","24.34","18.98","93070.0","162.97","127.06"
"514","2008","7","Maharashtra","Jalna","63979.0","50.7","112.01","86.99","36630.0","29.0","64.13","49.8","25686.0","20.3","44.97","34.92","126295.0","221.1","171.71"
"514","2009","7","Maharashtra","Jalna","57420.0","41.1","100.53","73.64","51292.0","36.7","89.8","65.78","30979.0","22.2","54.23","39.73","139691.0","244.56","179.16"
"514","2010","7","Maharashtra","Jalna","75697.0","47.1","132.71","95.28","54661.0","34.0","95.83","68.8","30468.0","18.9","53.42","38.35","160826.0","281.95","202.42"
"514","2011","7","Maharashtra","Jalna","67772.0","55.1","118.21","85.79","42595.0","34.6","74.3","53.92","12601.0","10.2","21.98","15.95","122968.0","214.49","155.66"
"514","2012","7","Maharashtra","Jalna","38327.0","51.9","67.48","48.54","23882.0","32.3","42.05","30.25","11638.0","15.8","20.49","14.74","73847.0","130.01","93.52"
"514","2013","7","Maharashtra","Jalna","63749.0","56.9","112.23","80.74","33494.0","29.9","58.97","42.42","14886.0","13.3","26.21","18.85","112129.0","197.41","142.01"
"514","2014","7","Maharashtra","Jalna","54885.0","53.2","95.89","62.65","29853.0","29.0","52.15","34.08","18333.0","17.8","32.03","20.93","103071.0","180.07","117.66"
"514","2015","7","Maharashtra","Jalna","58368.0","57.5","101.97","66.67","32294.0","31.8","56.42","36.89","10911.0","10.7","19.06","12.46","101573.0","177.45","116.02"
"514","2016","7","Maharashtra","Jalna","65446.0","53.3","114.34","74.75","39480.0","32.2","68.97","45.09","17840.0","14.5","31.17","20.38","122766.0","214.48","140.22"
"514","2017","7","Maharashtra","Jalna","55254.0","50.0","96.53","63.11","35987.0","32.6","62.87","41.1","19241.0","17.4","33.61","21.98","110482.0","193.02","126.19"
"515","1990","7","Maharashtra","Latur","18965.0","51.7","33.58","26.32","13269.0","36.2","23.49","18.41","4426.0","12.1","7.84","6.14","36660.0","64.91","50.87"
"515","1991","7","Maharashtra","Latur","20031.0","58.8","41.76","33.05","10505.0","30.8","21.9","17.33","3545.0","10.4","7.39","5.85","34081.0","71.05","56.24"
"515","1992","7","Maharashtra","Latur","18208.0","57.5","36.18","27.94","10572.0","33.4","21.01","16.22","2906.0","9.2","5.77","4.46","31686.0","62.96","48.62"
"515","1993","7","Maharashtra","Latur","20628.0","67.0","41.11","30.83","8132.0","26.4","16.21","12.16","2042.0","6.6","4.07","3.05","30802.0","61.38","46.04"
"515","1994","7","Maharashtra","Latur","17260.0","54.9","34.68","25.4","10297.0","32.8","20.69","15.16","3881.0","12.3","7.8","5.71","31438.0","63.17","46.27"
"515","1995","7","Maharashtra","Latur","23567.0","52.8","46.88","34.86","14600.0","32.7","29.04","21.6","6433.0","14.4","12.8","9.52","44600.0","88.72","65.98"
"515","1996","7","Maharashtra","Latur","21922.0","65.4","41.43","31.35","9340.0","27.9","17.65","13.36","2271.0","6.8","4.29","3.25","33533.0","63.38","47.95"
"515","1997","7","Maharashtra","Latur","22686.0","53.8","38.26","30.86","16967.0","40.2","28.61","23.08","2511.0","6.0","4.23","3.42","42164.0","71.1","57.35"
"515","1998","7","Maharashtra","Latur","28035.0","52.9","46.94","40.26","19136.0","36.1","32.04","27.48","5874.0","11.1","9.83","8.44","53045.0","88.81","76.18"
"515","1999","7","Maharashtra","Latur","31330.0","49.7","52.09","44.78","23344.0","37.0","38.81","33.36","8341.0","13.2","13.87","11.92","63015.0","104.76","90.06"
"515","2000","7","Maharashtra","Latur","28927.0","53.6","54.54","40.43","18377.0","34.1","34.65","25.69","6622.0","12.3","12.48","9.26","53926.0","101.67","75.38"
"515","2001","7","Maharashtra","Latur","27321.0","53.7","51.64","37.61","18097.0","35.6","34.2","24.91","5434.0","10.7","10.27","7.48","50852.0","96.11","70.01"
"515","2002","7","Maharashtra","Latur","20676.0","52.8","39.41","28.67","14298.0","36.5","27.26","19.83","4220.0","10.8","8.04","5.85","39194.0","74.71","54.35"
"515","2003","7","Maharashtra","Latur","20887.0","52.2","40.14","29.09","16279.0","40.7","31.29","22.67","2829.0","7.1","5.44","3.94","39995.0","76.87","55.7"
"515","2004","7","Maharashtra","Latur","15017.0","45.5","28.76","20.72","14453.0","43.8","27.68","19.95","3547.0","10.7","6.79","4.9","33017.0","63.23","45.57"
"515","2005","7","Maharashtra","Latur","25795.0","45.5","49.72","36.55","23286.0","41.1","44.88","33.0","7589.0","13.4","14.63","10.75","56670.0","109.23","80.3"
"515","2006","7","Maharashtra","Latur","29322.0","45.3","56.45","40.42","27096.0","41.8","52.17","37.35","8367.0","12.9","16.11","11.53","64785.0","124.73","89.31"
"515","2007","7","Maharashtra","Latur","26327.0","49.6","50.76","35.99","20228.0","38.1","39.0","27.65","6537.0","12.3","12.6","8.94","53092.0","102.36","72.58"
"515","2008","7","Maharashtra","Latur","27418.0","50.6","52.69","36.99","19026.0","35.1","36.56","25.67","7713.0","14.2","14.82","10.4","54157.0","104.07","73.06"
"515","2009","7","Maharashtra","Latur","29708.0","41.6","57.4","40.22","31582.0","44.2","61.02","42.76","10186.0","14.3","19.68","13.79","71476.0","138.09","96.77"
"515","2010","7","Maharashtra","Latur","42462.0","45.7","81.96","55.79","35165.0","37.9","67.87","46.2","15273.0","16.4","29.48","20.07","92900.0","179.31","122.06"
"515","2011","7","Maharashtra","Latur","45605.0","49.1","88.02","69.27","37544.0","40.5","72.46","57.02","9663.0","10.4","18.65","14.68","92812.0","179.14","140.97"
"515","2012","7","Maharashtra","Latur","30313.0","50.2","58.35","39.3","24752.0","41.0","47.65","32.09","5345.0","8.8","10.29","6.93","60410.0","116.28","78.32"
"515","2013","7","Maharashtra","Latur","39293.0","53.8","75.25","50.44","25317.0","34.7","48.48","32.5","8411.0","11.5","16.11","10.8","73021.0","139.83","93.74"
"515","2014","7","Maharashtra","Latur","29646.0","47.4","57.15","40.33","23286.0","37.2","44.89","31.68","9664.0","15.4","18.63","13.15","62596.0","120.68","85.16"
"515","2015","7","Maharashtra","Latur","23836.0","44.2","44.23","33.02","25000.0","46.3","46.39","34.64","5139.0","9.5","9.54","7.12","53975.0","100.16","74.78"
"515","2016","7","Maharashtra","Latur","28602.0","48.7","56.85","39.36","23655.0","40.3","47.02","32.56","6421.0","10.9","12.76","8.84","58678.0","116.63","80.76"
"515","2017","7","Maharashtra","Latur","31596.0","43.4","60.96","44.13","30261.0","41.5","58.39","42.27","11003.0","15.1","21.23","15.37","72860.0","140.57","101.77"
"516","1990","7","Maharashtra","Gadchiroli","3536.0","70.8","18.13","16.03","901.0","18.0","4.62","4.08","560.0","11.2","2.87","2.54","4997.0","25.63","22.65"
"516","1991","7","Maharashtra","Gadchiroli","4555.0","64.5","25.25","24.06","1749.0","24.8","9.7","9.24","755.0","10.7","4.19","3.99","7059.0","39.13","37.29"
"516","1992","7","Maharashtra","Gadchiroli","4881.0","66.9","25.54","24.13","1734.0","23.8","9.07","8.57","677.0","9.3","3.54","3.35","7292.0","38.16","36.05"
"516","1993","7","Maharashtra","Gadchiroli","4011.0","82.8","21.28","20.0","673.0","13.9","3.57","3.36","162.0","3.3","0.86","0.81","4846.0","25.71","24.17"
"516","1994","7","Maharashtra","Gadchiroli","4909.0","73.8","26.22","24.39","1455.0","21.9","7.77","7.23","292.0","4.4","1.56","1.45","6656.0","35.56","33.07"
"516","1995","7","Maharashtra","Gadchiroli","6623.0","69.8","35.72","32.93","2117.0","22.3","11.42","10.53","742.0","7.8","4.0","3.69","9482.0","51.14","47.15"
"516","1996","7","Maharashtra","Gadchiroli","4727.0","82.2","26.0","24.19","938.0","16.3","5.16","4.8","87.0","1.5","0.48","0.45","5752.0","31.64","29.44"
"516","1997","7","Maharashtra","Gadchiroli","8952.0","65.1","54.45","41.97","3290.0","23.9","20.01","15.42","1509.0","11.0","9.18","7.07","13751.0","83.64","64.47"
"516","1998","7","Maharashtra","Gadchiroli","8761.0","59.9","55.2","42.12","4528.0","30.9","28.53","21.77","1348.0","9.2","8.49","6.48","14637.0","92.23","70.37"
"516","1999","7","Maharashtra","Gadchiroli","9806.0","54.6","59.54","46.08","5615.0","31.3","34.09","26.39","2535.0","14.1","15.39","11.91","17956.0","109.02","84.38"
"516","2000","7","Maharashtra","Gadchiroli","7424.0","64.0","43.7","40.9","2822.0","24.3","16.61","15.55","1357.0","11.7","7.99","7.48","11603.0","68.29","63.93"
"516","2001","7","Maharashtra","Gadchiroli","10068.0","68.8","59.26","55.47","3466.0","23.7","20.4","19.1","1092.0","7.5","6.43","6.02","14626.0","86.09","80.58"
"516","2002","7","Maharashtra","Gadchiroli","6627.0","63.4","39.01","36.51","2833.0","27.1","16.67","15.61","996.0","9.5","5.86","5.49","10456.0","61.54","57.61"
"516","2003","7","Maharashtra","Gadchiroli","7890.0","71.2","46.44","43.47","2587.0","23.3","15.23","14.25","608.0","5.5","3.58","3.35","11085.0","65.24","61.07"
"516","2004","7","Maharashtra","Gadchiroli","7785.0","57.0","46.09","43.44","3370.0","24.7","19.95","18.81","2497.0","18.3","14.78","13.93","13652.0","80.83","76.18"
"516","2005","7","Maharashtra","Gadchiroli","9765.0","68.3","57.04","49.17","4021.0","28.1","23.49","20.25","519.0","3.6","3.03","2.61","14305.0","83.56","72.03"
"516","2006","7","Maharashtra","Gadchiroli","11193.0","67.9","65.27","60.4","4677.0","28.4","27.27","25.24","607.0","3.7","3.54","3.28","16477.0","96.08","88.92"
"516","2007","7","Maharashtra","Gadchiroli","11550.0","71.2","67.03","62.23","3639.0","22.4","21.12","19.61","1027.0","6.3","5.96","5.53","16216.0","94.11","87.37"
"516","2008","7","Maharashtra","Gadchiroli","8729.0","71.3","50.9","48.04","2480.0","20.3","14.46","13.65","1036.0","8.5","6.04","5.7","12245.0","71.4","67.39"
"516","2009","7","Maharashtra","Gadchiroli","9984.0","52.3","57.91","52.0","5555.0","29.1","32.22","28.93","3560.0","18.6","20.65","18.54","19099.0","110.78","99.47"
"516","2010","7","Maharashtra","Gadchiroli","15511.0","59.2","89.76","72.96","8905.0","34.0","51.53","41.89","1774.0","6.8","10.27","8.34","26190.0","151.56","123.19"
"516","2011","7","Maharashtra","Gadchiroli","17409.0","64.5","100.75","95.76","6755.0","25.0","39.09","37.16","2834.0","10.5","16.4","15.59","26998.0","156.24","148.5"
"516","2012","7","Maharashtra","Gadchiroli","14355.0","67.7","83.07","66.74","5390.0","25.4","31.19","25.06","1445.0","6.8","8.36","6.72","21190.0","122.63","98.51"
"516","2013","7","Maharashtra","Gadchiroli","15101.0","69.8","87.09","70.01","5041.0","23.3","29.07","23.37","1505.0","7.0","8.68","6.98","21647.0","124.84","100.36"
"516","2014","7","Maharashtra","Gadchiroli","18429.0","64.5","105.91","86.12","8207.0","28.7","47.17","38.35","1925.0","6.7","11.06","9.0","28561.0","164.14","133.46"
"516","2015","7","Maharashtra","Gadchiroli","20423.0","65.7","118.39","96.88","8648.0","27.8","50.13","41.02","2028.0","6.5","11.76","9.62","31099.0","180.28","147.53"
"516","2016","7","Maharashtra","Gadchiroli","16254.0","70.7","93.09","74.15","6146.0","26.8","35.2","28.04","574.0","2.5","3.29","2.62","22975.0","131.59","104.81"
"516","2017","7","Maharashtra","Gadchiroli","16369.0","68.8","93.59","74.54","6013.0","25.3","34.38","27.38","1414.0","5.9","8.08","6.44","23796.0","136.05","108.36"
"517","1990","7","Maharashtra","Sindhudurg","3574.0","57.8","27.77","26.01","1558.0","25.2","12.11","11.34","1048.0","17.0","8.14","7.63","6180.0","48.02","44.98"
"517","1991","7","Maharashtra","Sindhudurg","3297.0","52.2","30.36","25.86","1690.0","26.8","15.56","13.25","1326.0","21.0","12.21","10.4","6313.0","58.13","49.51"
"517","1992","7","Maharashtra","Sindhudurg","3054.0","54.2","27.84","23.75","1570.0","27.9","14.31","12.21","1006.0","17.9","9.17","7.82","5630.0","51.32","43.78"
"517","1993","7","Maharashtra","Sindhudurg","3474.0","61.2","22.71","20.22","1361.0","24.0","8.9","7.92","839.0","14.8","5.48","4.88","5674.0","37.08","33.03"
"517","1994","7","Maharashtra","Sindhudurg","3232.0","57.1","29.65","25.29","1475.0","26.0","13.53","11.54","956.0","16.9","8.77","7.48","5663.0","51.95","44.31"
"517","1995","7","Maharashtra","Sindhudurg","3881.0","63.4","27.7","24.53","1338.0","21.9","9.55","8.46","899.0","14.7","6.42","5.68","6118.0","43.67","38.67"
"517","1996","7","Maharashtra","Sindhudurg","4245.0","67.5","30.28","26.77","1247.0","19.8","8.89","7.86","798.0","12.7","5.69","5.03","6290.0","44.86","39.66"
"517","1997","7","Maharashtra","Sindhudurg","3787.0","63.5","32.09","26.23","1591.0","26.7","13.48","11.02","585.0","9.8","4.96","4.05","5963.0","50.53","41.3"
"517","1998","7","Maharashtra","Sindhudurg","3885.0","59.6","28.76","27.89","1648.0","25.3","12.2","11.83","986.0","15.1","7.3","7.08","6519.0","48.25","46.8"
"517","1999","7","Maharashtra","Sindhudurg","4359.0","55.0","30.85","30.08","2025.0","25.5","14.33","13.98","1545.0","19.5","10.93","10.66","7929.0","56.11","54.72"
"517","2000","7","Maharashtra","Sindhudurg","4221.0","65.0","30.09","26.55","1296.0","20.0","9.24","8.15","978.0","15.1","6.97","6.15","6495.0","46.29","40.85"
"517","2001","7","Maharashtra","Sindhudurg","4369.0","66.3","31.14","27.48","1319.0","20.0","9.4","8.3","904.0","13.7","6.44","5.69","6592.0","46.99","41.46"
"517","2002","7","Maharashtra","Sindhudurg","3917.0","60.0","27.92","24.64","1409.0","21.6","10.04","8.86","1200.0","18.4","8.55","7.55","6526.0","46.51","41.04"
"517","2003","7","Maharashtra","Sindhudurg","3762.0","64.7","26.81","23.66","1163.0","20.0","8.29","7.31","893.0","15.3","6.36","5.62","5818.0","41.47","36.59"
"517","2004","7","Maharashtra","Sindhudurg","4437.0","60.0","31.63","27.91","1619.0","21.9","11.54","10.18","1337.0","18.1","9.53","8.41","7393.0","52.69","46.5"
"517","2005","7","Maharashtra","Sindhudurg","4572.0","58.6","32.59","27.78","1712.0","22.0","12.2","10.4","1515.0","19.4","10.8","9.2","7799.0","55.59","47.38"
